State,County,POPESTIMATE2020,POPESTIMATE2021,DEATHS2020,DEATHS2021
New York,Suffolk County,1524099,1526344,3806,15459
New York,Sullivan County,78643,79806,235,895
New York,Tioga County,48355,47980,153,577
New York,Tompkins County,105404,105162,194,825
New York,Ulster County,181687,182951,526,2081
New York,Warren County,65638,65618,207,855
New York,Washington County,61143,60956,212,786
New York,Wayne County,91103,90923,268,1062
New York,Westchester County,1003245,997895,2157,8817
New York,Wyoming County,40401,40491,129,413
New York,Yates County,24709,24613,99,340
North Carolina,North Carolina,10457177,10551162,28852,115709
North Carolina,Alamance County,171842,173877,569,2076
North Carolina,Alexander County,36430,36644,123,496
North Carolina,Alleghany County,10899,11049,39,180
North Carolina,Anson County,22030,22060,79,328
North Carolina,Ashe County,26569,26711,114,451
North Carolina,Avery County,17798,17864,84,263
North Carolina,Beaufort County,44618,44468,191,705
North Carolina,Bertie County,17851,17505,77,300
North Carolina,Bladen County,29599,29525,124,509
North Carolina,Brunswick County,138084,144215,445,2273
North Carolina,Buncombe County,269621,271534,827,3194
North Carolina,Burke County,87546,87611,323,1237
North Carolina,Cabarrus County,227065,231278,472,2073
North Carolina,Caldwell County,80512,80463,341,1204
North Carolina,Camden County,10398,10835,29,92
North Carolina,Carteret County,67656,68541,267,1099
North Carolina,Caswell County,22694,22714,79,330
North Carolina,Catawba County,160747,161723,500,2007
North Carolina,Chatham County,76611,77889,232,949
North Carolina,Cherokee County,28833,29167,118,482
North Carolina,Chowan County,13666,13722,69,246
North Carolina,Clay County,11118,11309,60,188
North Carolina,Cleveland County,99725,100359,341,1495
North Carolina,Columbus County,50505,50092,220,907
North Carolina,Craven County,100552,100674,309,1286
North Carolina,Cumberland County,334370,335508,799,3264
North Carolina,Currituck County,28385,29653,48,295
North Carolina,Dare County,37001,37826,103,447
North Carolina,Davidson County,169131,170637,525,2242
North Carolina,Davie County,42806,43533,167,539
North Carolina,Duplin County,48675,48515,162,719
North Carolina,Durham County,325602,326126,649,2739
North Carolina,Edgecombe County,48697,48359,221,758
North Carolina,Forsyth County,382733,385523,1085,4106
North Carolina,Franklin County,69060,71703,200,800
North Carolina,Gaston County,228269,230856,764,2911
North Carolina,Gates County,10452,10366,41,176
North Carolina,Graham County,8016,8043,40,129
North Carolina,Granville County,61041,61986,167,687
North Carolina,Greene County,20444,20417,60,250
North Carolina,Guilford County,541347,542410,1536,5608
North Carolina,Halifax County,48495,48272,206,816
North Carolina,Harnett County,133761,135966,305,1325
North Carolina,Haywood County,62131,62476,266,961
North Carolina,Henderson County,116493,116829,416,1799
North Carolina,Hertford County,21451,21278,79,353
North Carolina,Hoke County,52223,53114,110,450
North Carolina,Hyde County,4549,4508,19,66
North Carolina,Iredell County,187630,191968,506,2026
North Carolina,Jackson County,43134,43410,126,450
North Carolina,Johnston County,217612,226504,502,2103
North Carolina,Jones County,9156,9255,31,149
North Carolina,Lee County,63387,64138,175,697
North Carolina,Lenoir County,54995,54706,226,855
North Carolina,Lincoln County,87190,89670,247,1112
North Carolina,McDowell County,44536,44717,159,631
North Carolina,Macon County,37049,37564,133,519
North Carolina,Madison County,21209,21502,70,335
North Carolina,Martin County,21949,21754,93,376
North Carolina,Mecklenburg County,1118340,1122276,1832,8339
North Carolina,Mitchell County,14881,14963,70,274
North Carolina,Montgomery County,25720,25798,103,346
North Carolina,Moore County,100168,102763,374,1393
North Carolina,Nash County,95027,95176,346,1245
North Carolina,New Hanover County,226060,229018,702,2558
North Carolina,Northampton County,17438,17129,67,318
North Carolina,Onslow County,204735,206160,394,1397
North Carolina,Orange County,148792,148884,250,1064
North Carolina,Pamlico County,12280,12344,55,200
North Carolina,Pasquotank County,40645,40821,133,517
North Carolina,Pender County,60563,62815,193,739
North Carolina,Perquimans County,12997,13130,58,190
North Carolina,Person County,39146,39127,137,529
North Carolina,Pitt County,170570,172169,414,1780
North Carolina,Polk County,19372,19656,88,383
North Carolina,Randolph County,144334,145172,521,1904
North Carolina,Richmond County,42879,42724,175,668
North Carolina,Robeson County,116361,116328,444,1761
North Carolina,Rockingham County,91080,91266,357,1450
North Carolina,Rowan County,147027,148150,505,1907
North Carolina,Rutherford County,64421,64586,251,1024
North Carolina,Sampson County,59021,58990,199,825
North Carolina,Scotland County,34110,34227,129,485
North Carolina,Stanly County,62609,63425,219,875
North Carolina,Stokes County,44517,44553,158,685
North Carolina,Surry County,71253,71152,331,1110
North Carolina,Swain County,14083,14136,55,257
North Carolina,Transylvania County,33009,33165,128,518
North Carolina,Tyrrell County,3232,3254,13,44
North Carolina,Union County,239287,243648,485,1962
North Carolina,Vance County,42529,42185,153,623
North Carolina,Wake County,1133553,1150204,1873,7632
North Carolina,Warren County,18598,18762,79,301
North Carolina,Washington County,10955,10892,51,202
North Carolina,Watauga County,54072,54234,135,497
North Carolina,Wayne County,117226,116835,425,1657
North Carolina,Wilkes County,65871,65806,220,1050
North Carolina,Wilson County,78811,78369,253,1123
North Carolina,Yadkin County,37182,37192,141,543
North Carolina,Yancey County,18475,18757,68,271
North Dakota,North Dakota,778962,774948,2116,7588
North Dakota,Adams County,2188,2167,8,23
North Dakota,Barnes County,10836,10806,50,148
North Dakota,Benson County,5953,5809,16,93
North Dakota,Billings County,931,955,2,6
North Dakota,Bottineau County,6377,6390,20,85
North Dakota,Bowman County,2981,2903,8,43
North Dakota,Burke County,2189,2158,12,17
North Dakota,Burleigh County,98467,98933,288,965
North Dakota,Cass County,184868,186562,374,1422
North Dakota,Cavalier County,3693,3662,14,53
North Dakota,Dickey County,4959,4897,22,81
North Dakota,Divide County,2198,2188,10,17
North Dakota,Dunn County,4103,4035,12,31
North Dakota,Eddy County,2333,2337,10,37
North Dakota,Emmons County,3282,3271,18,49
North Dakota,Foster County,3389,3364,11,48
North Dakota,Golden Valley County,1730,1770,2,14
North Dakota,Grand Forks County,73062,72705,176,572
North Dakota,Grant County,2281,2323,11,27
North Dakota,Griggs County,2296,2281,11,30
North Dakota,Hettinger County,2474,2430,10,38
North Dakota,Kidder County,2384,2369,6,23
North Dakota,LaMoure County,4083,4066,17,45
North Dakota,Logan County,1885,1883,5,21
North Dakota,McHenry County,5322,5249,26,80
North Dakota,McIntosh County,2512,2513,16,53
North Dakota,McKenzie County,14744,13819,29,104
North Dakota,McLean County,9749,9796,36,121
North Dakota,Mercer County,8330,8323,20,77
North Dakota,Morton County,33333,33611,87,375
North Dakota,Mountrail County,9765,9576,51,83
North Dakota,Nelson County,2989,3054,18,46
North Dakota,Oliver County,1866,1873,5,12
North Dakota,Pembina County,6827,6767,20,98
North Dakota,Pierce County,3968,3953,18,57
North Dakota,Ramsey County,11555,11572,57,159
North Dakota,Ransom County,5703,5675,16,89
North Dakota,Renville County,2272,2266,6,27
North Dakota,Richland County,16524,16560,26,165
North Dakota,Rolette County,12162,12048,45,199
North Dakota,Sargent County,3842,3829,15,50
North Dakota,Sheridan County,1258,1268,3,17
North Dakota,Sioux County,3884,3738,15,72
North Dakota,Slope County,701,690,3,2
North Dakota,Stark County,33805,33046,68,300
North Dakota,Steele County,1797,1810,3,16
North Dakota,Stutsman County,21529,21576,65,276
North Dakota,Towner County,2138,2140,10,28
North Dakota,Traill County,7974,8003,26,101
North Dakota,Walsh County,10520,10469,35,129
North Dakota,Ward County,69847,69071,197,669
North Dakota,Wells County,3955,3905,18,54
North Dakota,Williams County,41149,38484,69,241
Ohio,Ohio,11790587,11780017,36827,144406
Ohio,Adams County,27434,27542,105,408
Ohio,Allen County,102059,101670,314,1361
Ohio,Ashland County,52420,52316,171,701
Ohio,Ashtabula County,97413,97337,340,1317
Ohio,Athens County,62350,62056,139,629
Ohio,Auglaize County,46411,46141,159,617
Ohio,Belmont County,66235,65849,279,994
Ohio,Brown County,43629,43662,176,632
Ohio,Butler County,390600,390234,1026,4387
Ohio,Carroll County,26689,26691,86,393
Ohio,Champaign County,38705,38699,136,517
Ohio,Clark County,135719,135633,543,2032
Ohio,Clermont County,208635,209642,560,2333
Ohio,Clinton County,41962,42004,158,553
Ohio,Columbiana County,101607,101310,395,1475
Ohio,Coshocton County,36548,36618,128,482
Ohio,Crawford County,41928,41754,193,617
Ohio,Cuyahoga County,1261696,1249387,4200,16137
Ohio,Darke County,51882,51597,186,711
Ohio,Defiance County,38227,38144,126,481
Ohio,Delaware County,215062,220740,372,1654
Ohio,Erie County,75429,74852,320,1151
Ohio,Fairfield County,159357,161064,434,1746
Ohio,Fayette County,28939,28906,121,362
Ohio,Franklin County,1324013,1321414,3091,12442
Ohio,Fulton County,42619,42450,118,508
Ohio,Gallia County,29193,29158,106,455
Ohio,Geauga County,95334,95565,243,1036
Ohio,Greene County,168025,168412,439,1900
Ohio,Guernsey County,38390,38287,133,543
Ohio,Hamilton County,829909,826139,2371,9691
Ohio,Hancock County,74830,74656,218,884
Ohio,Hardin County,30725,30621,90,396
Ohio,Harrison County,14493,14477,51,237
Ohio,Henry County,27629,27538,85,355
Ohio,Highland County,43321,43354,154,611
Ohio,Hocking County,27999,28097,101,393
Ohio,Holmes County,44194,44271,111,446
Ohio,Huron County,58439,58367,197,755
Ohio,Jackson County,32642,32511,132,469
Ohio,Jefferson County,65107,64789,279,1031
Ohio,Knox County,62765,62897,180,800
Ohio,Lake County,232410,232023,748,2993
Ohio,Lawrence County,58132,57445,201,938
Ohio,Licking County,178680,180401,512,2009
Ohio,Logan County,46065,46035,115,621
Ohio,Lorain County,313367,315595,881,3749
Ohio,Lucas County,430728,429191,1403,5613
Ohio,Madison County,43823,44386,115,480
Ohio,Mahoning County,227948,226762,981,3632
Ohio,Marion County,65363,65291,212,835
Ohio,Medina County,182550,183092,477,1936
Ohio,Meigs County,22118,22049,107,337
Ohio,Mercer County,42471,42309,140,504
Ohio,Miami County,108821,109264,355,1345
Ohio,Monroe County,13354,13329,51,209
Ohio,Montgomery County,536629,535840,1901,7334
Ohio,Morgan County,13741,13682,61,211
Ohio,Morrow County,34964,35151,93,401
Ohio,Muskingum County,86342,86408,297,1145
Ohio,Noble County,14090,14176,48,178
Ohio,Ottawa County,40260,40104,176,628
Ohio,Paulding County,18804,18871,54,248
Ohio,Perry County,35439,35460,99,465
Ohio,Pickaway County,58628,59333,201,693
Ohio,Pike County,27050,27089,113,414
Ohio,Portage County,161775,162382,439,1727
Ohio,Preble County,40964,40867,148,557
Ohio,Putnam County,34380,34318,94,392
Ohio,Richland County,124840,125195,424,1720
Ohio,Ross County,76985,76891,301,1059
Ohio,Sandusky County,58832,58715,184,777
Ohio,Scioto County,73720,73346,366,1151
Ohio,Seneca County,54990,54906,197,683
Ohio,Shelby County,48119,47977,184,585
Ohio,Stark County,374357,373834,1356,5088
Ohio,Summit County,539530,537633,1793,6996
Ohio,Trumbull County,201405,201335,823,3040
Ohio,Tuscarawas County,93063,92500,382,1266
Ohio,Union County,63077,64971,130,483
Ohio,Van Wert County,28878,28732,101,378
Ohio,Vinton County,12784,12696,47,185
Ohio,Warren County,243004,246553,620,2394
Ohio,Washington County,59613,59423,225,844
Ohio,Wayne County,116840,116710,376,1386
Ohio,Williams County,37025,36716,109,448
Ohio,Wood County,132212,132472,342,1388
Ohio,Wyandot County,21854,21708,79,299
Oklahoma,Oklahoma,3962031,3986639,11925,48995
Oklahoma,Adair County,19415,19414,67,332
Oklahoma,Alfalfa County,5713,5710,15,65
Oklahoma,Atoka County,14174,14324,47,168
Oklahoma,Beaver County,5012,4980,24,66
Oklahoma,Beckham County,22302,22046,66,289
Oklahoma,Blaine County,8711,8562,43,138
Oklahoma,Bryan County,46293,47105,125,699
Oklahoma,Caddo County,26858,26368,110,461
Oklahoma,Canadian County,155507,161737,317,1421
Oklahoma,Carter County,48003,48291,167,719
Oklahoma,Cherokee County,47081,47627,161,598
Oklahoma,Choctaw County,14196,14307,58,241
Oklahoma,Cimarron County,2290,2248,5,21
Oklahoma,Cleveland County,296019,297597,677,2661
Oklahoma,Coal County,5279,5276,22,114
Oklahoma,Comanche County,121129,122063,292,1316
Oklahoma,Cotton County,5543,5480,21,86
Oklahoma,Craig County,14146,14115,52,281
Oklahoma,Creek County,71776,72029,253,1133
Oklahoma,Custer County,28423,28163,102,365
Oklahoma,Delaware County,40400,41000,180,719
Oklahoma,Dewey County,4466,4417,20,75
Oklahoma,Ellis County,3745,3762,7,55
Oklahoma,Garfield County,62629,61926,204,811
Oklahoma,Garvin County,25627,25804,103,410
Oklahoma,Grady County,54805,55508,163,713
Oklahoma,Grant County,4168,4131,20,76
Oklahoma,Greer County,5488,5487,16,77
Oklahoma,Harmon County,2465,2418,9,38
Oklahoma,Harper County,3255,3180,10,60
Oklahoma,Haskell County,11549,11602,49,192
Oklahoma,Hughes County,13334,13405,48,210
Oklahoma,Jackson County,24731,24777,71,267
Oklahoma,Jefferson County,5326,5438,21,83
Oklahoma,Johnston County,10222,10301,42,189
Oklahoma,Kay County,43541,43732,190,648
Oklahoma,Kingfisher County,15151,15204,43,171
Oklahoma,Kiowa County,8487,8410,45,146
Oklahoma,Latimer County,9461,9427,29,153
Oklahoma,Le Flore County,48131,48476,189,837
Oklahoma,Lincoln County,33469,33829,94,449
Oklahoma,Logan County,49726,50885,117,467
Oklahoma,Love County,10143,10216,45,138
Oklahoma,McClain County,41887,43516,97,435
Oklahoma,McCurtain County,30786,30884,125,500
Oklahoma,McIntosh County,18946,19245,77,374
Oklahoma,Major County,7750,7668,18,82
Oklahoma,Marshall County,15342,15594,49,222
Oklahoma,Mayes County,39066,39159,134,654
Oklahoma,Murray County,13869,13718,63,220
Oklahoma,Muskogee County,66160,66146,281,1095
Oklahoma,Noble County,10900,10933,43,147
Oklahoma,Nowata County,9296,9303,40,160
Oklahoma,Okfuskee County,11238,11197,64,204
Oklahoma,Oklahoma County,797296,798575,2273,8767
Oklahoma,Okmulgee County,36679,36843,135,645
Oklahoma,Osage County,45741,45772,147,631
Oklahoma,Ottawa County,30209,30340,111,545
Oklahoma,Pawnee County,15544,15741,57,248
Oklahoma,Payne County,81592,81989,171,786
Oklahoma,Pittsburg County,43727,43633,185,699
Oklahoma,Pontotoc County,38077,38163,130,550
Oklahoma,Pottawatomie County,72441,73019,276,1002
Oklahoma,Pushmataha County,10797,10815,44,191
Oklahoma,Roger Mills County,3427,3386,15,34
Oklahoma,Rogers County,95315,96695,250,1107
Oklahoma,Seminole County,23508,23567,102,364
Oklahoma,Sequoyah County,39255,39508,140,669
Oklahoma,Stephens County,42753,43129,188,632
Oklahoma,Texas County,21283,20865,54,178
Oklahoma,Tillman County,6956,7076,28,89
Oklahoma,Tulsa County,670157,672858,1816,7380
Oklahoma,Wagoner County,81377,84050,186,906
Oklahoma,Washington County,52593,52772,169,775
Oklahoma,Washita County,10903,10915,39,149
Oklahoma,Woods County,8587,8583,27,124
Oklahoma,Woodward County,20385,20205,52,273
Oregon,Oregon,4241544,4246155,11334,44592
Oregon,Baker County,16689,16847,72,243
Oregon,Benton County,95167,96017,172,707
Oregon,Clackamas County,422160,422537,1045,4367
Oregon,Clatsop County,41089,41810,122,488
Oregon,Columbia County,52631,53074,163,597
Oregon,Coos County,64887,64999,295,1042
Oregon,Crook County,24923,25739,69,286
Oregon,Curry County,23503,23683,126,499
Oregon,Deschutes County,199355,204801,426,1913
Oregon,Douglas County,111235,111978,483,1787
Oregon,Gilliam County,2016,2005,3,30
Oregon,Grant County,7223,7272,36,92
Oregon,Harney County,7491,7575,24,100
Oregon,Hood River County,23943,24057,51,202
Oregon,Jackson County,223394,223734,733,2903
Oregon,Jefferson County,24518,25068,98,311
Oregon,Josephine County,88105,88346,388,1443
Oregon,Klamath County,69504,70164,243,1002
Oregon,Lake County,8149,8276,33,108
Oregon,Lane County,382940,383189,1105,4449
Oregon,Lincoln County,50472,50862,195,762
Oregon,Linn County,128936,129839,401,1640
Oregon,Malheur County,31608,31693,132,328
Oregon,Marion County,346202,347119,883,3522
Oregon,Morrow County,12191,12303,29,126
Oregon,Multnomah County,815871,803377,1810,7284
Oregon,Polk County,87863,89164,242,863
Oregon,Sherman County,1872,1907,4,20
Oregon,Tillamook County,27471,27748,95,393
Oregon,Umatilla County,80011,79988,228,852
Oregon,Union County,26149,26212,87,327
Oregon,Wallowa County,7387,7545,22,83
Oregon,Wasco County,26611,26726,103,331
Oregon,Washington County,600689,600811,1079,4377
Oregon,Wheeler County,1457,1451,9,18
Oregon,Yamhill County,107832,108239,328,1097
Pennsylvania,Pennsylvania,12989625,12964056,39879,159229
Pennsylvania,Adams County,103795,104127,300,1213
Pennsylvania,Allegheny County,1248717,1238090,3972,16142
Pennsylvania,Armstrong County,65445,65093,248,1028
Pennsylvania,Beaver County,167732,166624,650,2490
Pennsylvania,Bedford County,47523,47461,175,679
Pennsylvania,Berks County,428694,429342,1188,4792
Pennsylvania,Blair County,122518,121767,477,1868
Pennsylvania,Bradford County,59858,59892,233,841
Pennsylvania,Bucks County,646008,646098,1911,7370
Pennsylvania,Butler County,193851,194273,605,2490
Pennsylvania,Cambria County,132957,132167,604,2076
Pennsylvania,Cameron County,4519,4459,17,59
Pennsylvania,Carbon County,64751,65412,189,926
Pennsylvania,Centre County,157929,157527,287,1328
Pennsylvania,Chester County,534645,538649,1182,5020
Pennsylvania,Clarion County,37178,37156,131,489
Pennsylvania,Clearfield County,80394,80082,292,1168
Pennsylvania,Clinton County,37350,37465,125,489
Pennsylvania,Columbia County,64667,64872,217,835
Pennsylvania,Crawford County,83723,83351,285,1217
Pennsylvania,Cumberland County,259996,262919,716,2893
Pennsylvania,Dauphin County,286544,287400,729,3121
Pennsylvania,Delaware County,576388,573849,1692,6639
Pennsylvania,Elk County,30927,30783,82,440
Pennsylvania,Erie County,270427,269011,851,3483
Pennsylvania,Fayette County,128393,126931,567,2127
Pennsylvania,Forest County,6952,7032,27,103
Pennsylvania,Franklin County,155874,156289,470,1932
Pennsylvania,Fulton County,14549,14523,45,183
Pennsylvania,Greene County,35813,35369,137,505
Pennsylvania,Huntingdon County,44030,43889,106,630
Pennsylvania,Indiana County,83116,82886,264,1078
Pennsylvania,Jefferson County,44431,44114,157,635
Pennsylvania,Juniata County,23451,23297,65,298
Pennsylvania,Lackawanna County,215516,215663,742,2944
Pennsylvania,Lancaster County,552597,553652,1585,6149
Pennsylvania,Lawrence County,85865,85497,360,1284
Pennsylvania,Lebanon County,143242,143493,443,1843
Pennsylvania,Lehigh County,374504,375539,1026,4025
Pennsylvania,Luzerne County,325057,326053,1269,4729
Pennsylvania,Lycoming County,113980,113605,435,1544
Pennsylvania,McKean County,40306,39941,176,609
Pennsylvania,Mercer County,110333,109972,466,1695
Pennsylvania,Mifflin County,46073,46136,173,666
Pennsylvania,Monroe County,168248,169273,465,1945
Pennsylvania,Montgomery County,856947,860578,2319,9482
Pennsylvania,Montour County,18115,18087,47,270
Pennsylvania,Northampton County,312855,313628,862,3560
Pennsylvania,Northumberland County,91471,91266,347,1309
Pennsylvania,Perry County,45821,45986,127,526
Pennsylvania,Philadelphia County,1601005,1576251,4262,17769
Pennsylvania,Pike County,58591,59952,135,626
Pennsylvania,Potter County,16356,16259,72,252
Pennsylvania,Schuylkill County,142777,143264,608,2174
Pennsylvania,Snyder County,39717,39621,97,486
Pennsylvania,Somerset County,73917,73627,304,1111
Pennsylvania,Sullivan County,5838,5868,30,123
Pennsylvania,Susquehanna County,38354,38389,135,535
Pennsylvania,Tioga County,40969,40929,140,540
Pennsylvania,Union County,42625,42568,108,468
Pennsylvania,Venango County,50275,49938,213,773
Pennsylvania,Warren County,38480,38134,162,584
Pennsylvania,Washington County,209157,209470,789,3058
Pennsylvania,Wayne County,51101,51431,194,711
Pennsylvania,Westmoreland County,353998,353057,1369,5369
Pennsylvania,Wyoming County,26001,26034,94,386
Pennsylvania,York County,456389,458696,1329,5097
Rhode Island,Rhode Island,1096229,1095610,3036,11967
Rhode Island,Bristol County,50750,50818,137,600
Rhode Island,Kent County,170323,170715,577,2135
Rhode Island,Newport County,85388,85264,261,1024
Rhode Island,Providence County,660015,658221,1700,6668
Rhode Island,Washington County,129753,130592,361,1540
South Carolina,South Carolina,5130729,5190705,15134,62520
South Carolina,Abbeville County,24212,24299,109,324
South Carolina,Aiken County,169032,170776,551,2274
South Carolina,Allendale County,7990,7858,31,127
South Carolina,Anderson County,204032,206908,699,2652
South Carolina,Bamberg County,13251,13189,44,211
South Carolina,Barnwell County,20567,20580,71,313
South Carolina,Beaufort County,187691,191748,514,2166
South Carolina,Berkeley County,231568,236701,456,2093
South Carolina,Calhoun County,14125,14165,40,223
South Carolina,Charleston County,409418,413024,975,4458
South Carolina,Cherokee County,56179,56052,203,797
South Carolina,Chester County,32276,32209,128,507
South Carolina,Chesterfield County,43258,43268,142,671
South Carolina,Clarendon County,31093,31024,122,484
South Carolina,Colleton County,38543,38462,148,647
South Carolina,Darlington County,62833,62755,253,1033
South Carolina,Dillon County,28284,28087,107,436
South Carolina,Dorchester County,161975,163327,350,1562
South Carolina,Edgefield County,25675,26153,73,317
South Carolina,Fairfield County,20858,20690,100,355
South Carolina,Florence County,136805,136504,508,1961
South Carolina,Georgetown County,63440,63921,244,1038
South Carolina,Greenville County,526980,533834,1358,5456
South Carolina,Greenwood County,69380,69241,223,954
South Carolina,Hampton County,18512,18180,71,310
South Carolina,Horry County,353498,365579,1183,5123
South Carolina,Jasper County,29073,30324,70,374
South Carolina,Kershaw County,65536,66130,216,933
South Carolina,Lancaster County,96652,100336,279,1320
South Carolina,Laurens County,67551,67803,302,1029
South Carolina,Lee County,16458,16280,77,293
South Carolina,Lexington County,294891,300137,798,3236
South Carolina,McCormick County,9513,9760,57,184
South Carolina,Marion County,29043,28784,138,543
South Carolina,Marlboro County,26537,26382,150,388
South Carolina,Newberry County,37715,37996,136,528
South Carolina,Oconee County,78638,79203,303,1148
South Carolina,Orangeburg County,83958,82962,316,1389
South Carolina,Pickens County,131602,132229,390,1531
South Carolina,Richland County,416527,418307,925,3830
South Carolina,Saluda County,18830,18821,63,247
South Carolina,Spartanburg County,329364,335864,971,3957
South Carolina,Sumter County,105417,104758,361,1333
South Carolina,Union County,27148,27016,122,443
South Carolina,Williamsburg County,30902,30484,124,462
South Carolina,York County,283899,288595,633,2860
South Dakota,South Dakota,887099,895376,2496,9175
South Dakota,Aurora County,2733,2748,8,33
South Dakota,Beadle County,19146,19121,58,223
South Dakota,Bennett County,3386,3406,13,27
South Dakota,Bon Homme County,6979,7014,26,94
South Dakota,Brookings County,34339,34639,54,262
South Dakota,Brown County,38210,38101,103,395
South Dakota,Brule County,5263,5242,15,63
South Dakota,Buffalo County,1944,1923,10,30
South Dakota,Butte County,10249,10456,49,139
South Dakota,Campbell County,1374,1380,4,10
South Dakota,Charles Mix County,9351,9163,37,122
South Dakota,Clark County,3850,3855,11,44
South Dakota,Clay County,14998,15150,27,106
South Dakota,Codington County,28309,28427,84,318
South Dakota,Corson County,3893,3872,16,53
South Dakota,Custer County,8328,8609,34,111
South Dakota,Davison County,19936,19878,54,261
South Dakota,Day County,5425,5414,23,88
South Dakota,Deuel County,4299,4272,12,53
South Dakota,Dewey County,5226,5246,11,66
South Dakota,Douglas County,2824,2821,16,38
South Dakota,Edmunds County,3977,4033,13,36
South Dakota,Fall River County,6964,7202,33,124
South Dakota,Faulk County,2128,2137,6,23
South Dakota,Grant County,7532,7519,26,113
South Dakota,Gregory County,3994,3977,18,53
South Dakota,Haakon County,1869,1835,6,25
South Dakota,Hamlin County,6167,6255,16,88
South Dakota,Hand County,3130,3095,11,28
South Dakota,Hanson County,3461,3505,8,16
South Dakota,Harding County,1317,1327,1,8
South Dakota,Hughes County,17704,17694,71,214
South Dakota,Hutchinson County,7411,7411,34,94
South Dakota,Hyde County,1258,1236,5,20
South Dakota,Jackson County,2810,2878,6,22
South Dakota,Jerauld County,1657,1636,4,36
South Dakota,Jones County,925,879,1,10
South Dakota,Kingsbury County,5211,5192,15,65
South Dakota,Lake County,11010,10851,21,120
South Dakota,Lawrence County,25812,26165,76,267
South Dakota,Lincoln County,65613,67870,96,351
South Dakota,Lyman County,3714,3764,10,30
South Dakota,McCook County,5661,5695,24,88
South Dakota,McPherson County,2397,2420,13,30
South Dakota,Marshall County,4300,4304,6,51
South Dakota,Meade County,29853,30173,80,266
South Dakota,Mellette County,1916,1908,10,17
South Dakota,Miner County,2294,2314,6,31
South Dakota,Minnehaha County,197511,199685,529,1780
South Dakota,Moody County,6324,6315,18,57
South Dakota,Oglala Lakota County,13672,13586,29,192
South Dakota,Pennington County,109475,111806,309,1203
South Dakota,Perkins County,2824,2819,11,38
South Dakota,Potter County,2471,2475,9,31
South Dakota,Roberts County,10257,10163,32,137
South Dakota,Sanborn County,2318,2378,9,17
South Dakota,Spink County,6338,6269,23,77
South Dakota,Stanley County,2976,3032,4,21
South Dakota,Sully County,1446,1476,4,6
South Dakota,Todd County,9319,9286,24,150
South Dakota,Tripp County,5601,5569,29,78
South Dakota,Turner County,8673,8708,30,94
South Dakota,Union County,16832,16872,46,156
South Dakota,Walworth County,5289,5248,13,68
South Dakota,Yankton County,23238,23297,89,272
South Dakota,Ziebach County,2388,2380,7,36
Tennessee,Tennessee,6920119,6975218,21873,84944
Tennessee,Anderson County,77209,77576,278,1085
Tennessee,Bedford County,50302,51119,172,573
Tennessee,Benton County,15812,15872,93,312
Tennessee,Bledsoe County,14930,15234,44,186
Tennessee,Blount County,135566,137605,432,1728
Tennessee,Bradley County,108741,110162,379,1360
Tennessee,Campbell County,39277,39578,153,678
Tennessee,Cannon County,14547,14553,62,202
Tennessee,Carroll County,28415,28432,139,477
Tennessee,Carter County,56315,56134,229,937
Tennessee,Cheatham County,41087,41523,147,496
Tennessee,Chester County,17347,17504,59,198
Tennessee,Claiborne County,32038,32267,128,518
Tennessee,Clay County,7554,7555,61,149
Tennessee,Cocke County,36022,36418,156,669
Tennessee,Coffee County,58102,59032,210,808
Tennessee,Crockett County,13884,13979,75,221
Tennessee,Cumberland County,61272,62451,275,1074
Tennessee,Davidson County,715486,703953,1720,6795
Tennessee,Decatur County,11402,11391,75,215
Tennessee,DeKalb County,20171,20478,78,321
Tennessee,Dickson County,54432,55292,157,664
Tennessee,Dyer County,36646,36615,170,565
Tennessee,Fayette County,42139,42832,121,582
Tennessee,Fentress County,18522,18850,86,324
Tennessee,Franklin County,42781,43215,163,617
Tennessee,Gibson County,50375,50541,230,823
Tennessee,Giles County,30295,30542,149,456
Tennessee,Grainger County,23525,23763,104,390
Tennessee,Greene County,70220,70621,282,1138
Tennessee,Grundy County,13531,13622,75,214
Tennessee,Hamblen County,64435,64468,289,947
Tennessee,Hamilton County,366991,369135,1105,4456
Tennessee,Hancock County,6622,6787,30,111
Tennessee,Hardeman County,25410,25426,90,356
Tennessee,Hardin County,26800,26892,105,458
Tennessee,Hawkins County,56669,57288,216,929
Tennessee,Haywood County,17795,17694,75,252
Tennessee,Henderson County,27818,27953,131,399
Tennessee,Henry County,32115,32239,150,578
Tennessee,Hickman County,24942,25307,115,363
Tennessee,Houston County,8285,8317,42,138
Tennessee,Humphreys County,18974,19211,74,275
Tennessee,Jackson County,11617,11750,55,203
Tennessee,Jefferson County,54870,55624,204,843
Tennessee,Johnson County,17966,18170,75,290
Tennessee,Knox County,480126,486677,1401,5541
Tennessee,Lake County,6980,7128,26,101
Tennessee,Lauderdale County,25100,25108,81,340
Tennessee,Lawrence County,44189,44828,173,671
Tennessee,Lewis County,12602,12857,48,181
Tennessee,Lincoln County,35309,35433,138,529
Tennessee,Loudon County,55097,56690,190,743
Tennessee,McMinn County,53315,54059,231,850
Tennessee,McNairy County,25839,25860,127,428
Tennessee,Macon County,25243,25699,100,344
Tennessee,Madison County,98777,98775,383,1250
Tennessee,Marion County,28834,28877,118,439
Tennessee,Marshall County,34441,34984,94,457
Tennessee,Maury County,101700,104760,298,1181
