submission_date,state,tot_death,new_death
2/5/2022,VT,522,0
12/23/2021,IN,18696,0
10/21/2021,ND,1714,11
9/13/2020,MT,135,2
11/10/2020,NV,1859,7
12/23/2021,NH,1877,2
3/31/2020,CT,69,33
3/5/2020,MO,0,0
2/28/2022,VI,109,0
2/14/2020,DE,0,0
12/23/2020,VT,128,3
7/5/2021,CA,63141,0
12/11/2020,MS,4833,54
3/25/2021,DE,1536,1
9/13/2020,MD,3962,4
3/6/2022,MT,3204,0
10/1/2021,NC,17217,54
11/22/2020,GU,103,0
2/11/2022,ND,2151,5
10/17/2020,NH,466,1
10/1/2020,AL,4001,19
10/26/2020,MI,7646,24
7/20/2020,ND,94,1
4/23/2020,NV,197,18
9/16/2020,CA,14411,151
12/13/2021,VI,88,1
4/19/2021,CT,8014,7
4/16/2020,ME,27,3
4/9/2020,MO,140,23
12/30/2021,GU,270,0
1/16/2022,MS,10625,0
8/12/2020,ME,126,0
2/21/2020,MT,0,0
2/21/2020,MD,0,0
5/3/2021,CT,8112,15
10/3/2020,VT,57,0
11/20/2021,ME,1271,1
6/2/2021,NC,13486,9
4/24/2020,DE,100,0
2/20/2021,VT,198,2
6/3/2021,GU,139,0
1/12/2021,ID,1556,12
8/9/2021,ID,2224,3
12/8/2021,DE,2206,3
1/14/2021,MO,7488,32
11/19/2020,NV,1953,6
6/18/2021,NV,5649,7
4/6/2021,WI,7349,8
2/1/2021,WI,6436,2
2/9/2022,WA,11194,95
7/22/2021,CA,63695,31
11/21/2020,NV,2011,29
12/26/2020,AL,6827,71
2/12/2020,MS,0,0
10/30/2020,WI,2029,26
4/21/2020,GU,5,0
6/2/2020,ND,65,4
2/13/2022,VI,105,0
4/29/2020,WA,801,15
3/4/2020,MO,0,0
8/22/2020,ME,131,1
3/31/2022,IL,37667,22
12/8/2020,MD,5165,46
3/22/2021,GU,134,0
3/5/2022,NC,23018,17
10/6/2020,NH,446,2
2/8/2022,MO,17950,347
8/4/2021,ND,1541,0
3/17/2020,AL,3,1
8/21/2020,VT,57,0
5/3/2020,ID,64,0
5/16/2021,IN,13454,9
5/15/2020,WI,445,11
11/2/2021,AL,16160,12
1/28/2021,NC,10716,111
8/22/2020,DE,600,0
3/12/2020,ME,0,0
3/26/2021,MI,17133,21
3/5/2020,VI,0,0
10/24/2021,IN,16520,0
3/16/2020,IL,0,0
1/16/2021,WA,3903,0
9/30/2020,MT,181,2
2/27/2020,NC,0,0
2/8/2022,ME,1819,15
3/12/2021,AL,10758,10
1/30/2022,DE,2531,0
2/4/2021,NE,1958,6
1/30/2022,WI,12291,0
10/30/2021,VI,81,0
6/19/2021,GU,139,0
2/3/2021,MD,7670,19
2/17/2021,VI,25,0
7/16/2020,WA,1427,6
3/14/2021,VI,25,0
5/28/2020,MT,17,0
12/31/2021,CT,9160,0
8/24/2020,MI,6770,9
3/12/2020,NV,0,0
5/30/2020,WA,1118,7
12/27/2020,NE,1559,0
12/21/2021,NV,8339,28
12/16/2021,VT,430,2
1/24/2022,NH,2145,10
3/27/2022,ME,2195,0
4/3/2020,VI,0,0
2/9/2021,DE,1221,13
7/10/2021,MO,9387,0
8/13/2020,ME,126,0
8/31/2020,MD,3883,8
5/1/2021,MD,9359,16
4/7/2022,AL,19475,1
7/21/2020,WI,866,13
4/8/2022,DE,2871,0
3/3/2021,ID,1876,5
3/7/2022,AL,19263,11
4/18/2020,WI,211,6
8/22/2021,ND,1551,0
9/16/2020,MO,2191,23
1/6/2022,NE,3456,40
8/20/2021,DE,1851,0
2/15/2021,MT,1328,1
11/18/2020,CA,18395,52
11/21/2021,MS,10229,0
10/20/2020,CT,4559,5
10/24/2021,ME,1122,0
5/2/2021,MI,19273,45
7/16/2020,ND,89,0
2/22/2020,CT,0,0
12/28/2021,VT,447,3
3/21/2021,ND,1461,0
3/11/2020,IN,0,0
8/22/2021,NC,14519,45
7/6/2020,IL,7236,6
3/28/2020,MD,11,3
11/26/2020,NV,2093,22
1/12/2021,NC,9104,113
4/13/2021,NV,5339,7
8/31/2020,MS,2871,16
2/21/2021,ND,1438,0
7/13/2020,ME,114,0
3/8/2021,AL,10704,17
8/16/2021,NC,14241,40
12/12/2020,NH,600,10
5/4/2020,WI,340,1
3/12/2020,VI,0,0
4/10/2021,AL,11058,4
1/4/2021,MO,7032,47
6/16/2021,CT,8265,2
3/4/2020,WA,10,1
5/25/2020,VT,54,1
5/24/2021,IN,13530,1
6/10/2020,DE,414,1
3/27/2021,NH,1235,4
11/14/2020,DE,736,2
12/5/2020,DE,782,0
11/11/2021,ND,1804,0
10/19/2021,NC,18066,38
3/16/2021,VI,25,0
11/15/2021,ND,1823,8
2/11/2020,VT,0,0
11/5/2020,MT,407,3
12/14/2021,CT,9000,28
7/9/2021,AL,11571,5
10/10/2020,ME,143,0
4/10/2022,WI,14344,0
9/27/2021,MI,22244,5
6/26/2021,MI,21023,6
6/20/2021,GU,139,0
5/2/2020,VI,4,0
9/19/2020,DE,621,0
12/24/2020,VT,129,1
2/16/2021,ND,1431,0
3/11/2021,VT,210,0
2/10/2021,MO,8311,17
5/3/2021,WA,5507,8
4/11/2021,NH,1257,1
4/10/2020,ME,17,1
4/22/2020,MI,3643,135
4/15/2020,ME,24,4
2/13/2022,CT,10260,0
12/10/2021,NH,1781,8
12/22/2021,MI,28344,105
5/19/2021,CA,61555,42
11/14/2021,IL,28986,0
11/6/2020,MI,8062,60
3/4/2022,ID,4788,16
6/14/2021,NE,2258,0
3/14/2021,NE,2127,0
5/2/2021,MT,1574,0
9/4/2020,CT,4468,0
2/14/2021,VT,191,0
8/23/2020,IN,3207,2
12/10/2021,MS,10326,9
3/15/2021,AL,10805,10
2/15/2022,ID,4615,38
7/23/2020,NC,1889,27
7/6/2020,IN,2681,4
9/8/2020,ME,134,0
6/4/2020,ME,95,0
10/17/2021,MO,11836,1
7/6/2021,NC,13662,2
1/24/2021,CT,6819,0
10/17/2020,ID,529,6
7/27/2020,WI,900,1
2/3/2022,WI,12548,39
2/23/2021,NC,12170,27
2/28/2022,MO,18858,12
2/3/2021,NV,4373,49
6/30/2021,IL,25674,7
8/26/2020,VI,14,0
3/4/2021,NE,2092,1
10/25/2021,MO,12016,65
4/26/2021,NH,1286,2
3/12/2022,MT,3223,0
8/7/2020,MD,3680,10
8/6/2020,MT,70,4
3/31/2020,MS,153,14
1/20/2021,WA,3940,0
7/24/2020,VT,56,0
11/23/2020,NV,2023,6
7/31/2021,IL,25920,4
9/22/2021,IN,15305,76
6/30/2021,IN,13840,6
1/2/2022,ID,4162,0
8/13/2020,NV,1058,34
7/16/2021,IL,25820,9
7/16/2020,ID,114,4
7/8/2021,ME,862,1
7/2/2021,CT,8279,0
6/24/2021,MI,21009,10
2/28/2020,NC,0,0
4/27/2020,MT,16,2
1/11/2021,IN,8985,31
6/30/2020,WI,791,7
2/16/2022,ID,4634,19
8/17/2020,MS,2609,25
3/17/2022,MD,14286,4
8/25/2020,ME,132,1
7/29/2021,MT,1704,5
10/2/2021,MO,11524,2
6/25/2020,ME,103,0
7/6/2020,WI,803,0
6/28/2020,IL,7089,15
3/3/2020,NE,0,0
6/27/2020,NV,522,2
10/5/2020,NH,444,1
9/3/2021,DE,1888,0
9/15/2020,NC,3406,40
4/16/2021,WI,7412,6
10/9/2020,IL,9191,32
10/5/2021,MS,9768,19
12/21/2020,MS,5193,52
10/13/2020,ID,512,2
6/10/2020,CT,4120,23
6/22/2021,IL,25600,8
5/20/2020,CT,3529,57
2/27/2020,IN,0,0
6/2/2020,WI,607,12
8/29/2020,WI,1127,6
7/24/2021,MO,9557,0
3/4/2021,CT,7693,15
4/9/2022,ND,2254,0
3/9/2020,NE,0,0
9/22/2021,IL,27351,52
11/7/2020,ND,639,11
2/28/2020,MI,0,0
3/29/2020,NH,3,1
4/21/2021,VI,27,0
4/2/2020,GU,3,0
1/6/2022,GU,274,1
6/3/2021,MT,1627,6
10/25/2020,NH,473,0
10/7/2021,NC,17548,41
8/23/2020,MS,2713,11
2/17/2020,WI,0,0
8/23/2020,WI,1089,0
10/28/2021,GU,238,3
4/13/2021,WA,5340,11
2/8/2021,AL,9976,37
10/19/2021,ID,3316,18
6/1/2020,ME,94,5
10/5/2020,ID,487,5
12/26/2021,DE,2271,0
6/28/2021,ME,858,0
6/15/2020,GU,5,0
6/5/2021,MS,7426,0
8/26/2021,MI,21463,17
11/13/2021,ND,1815,0
2/1/2022,NC,21591,54
11/22/2021,WA,9139,29
3/31/2021,IN,13012,1
11/5/2021,ME,1206,2
6/20/2020,MD,3158,20
5/24/2021,AL,11363,7
10/14/2021,NE,2897,12
3/8/2021,NC,12468,13
4/11/2020,NH,23,1
1/10/2021,ME,438,6
3/24/2022,MT,3240,2
1/30/2022,AL,17863,52
7/29/2020,IL,7654,16
12/29/2020,NH,735,20
5/18/2020,NE,125,2
2/25/2021,GU,130,0
8/3/2020,NH,417,0
8/25/2020,VI,14,2
9/18/2021,NV,6856,11
2/11/2020,CT,0,0
3/21/2021,MS,7152,6
7/2/2021,MT,1666,0
6/15/2020,ID,88,1
3/27/2020,ID,4,1
2/18/2021,GU,130,0
3/7/2020,NE,0,0
7/8/2020,MI,6374,6
3/16/2021,DE,1514,3
3/22/2021,AL,10882,8
3/3/2022,MO,19088,5
1/21/2021,ND,1403,3
1/2/2021,ME,359,1
7/23/2021,IN,13955,2
8/30/2021,MD,10031,7
6/28/2021,MI,21035,6
9/12/2020,MS,3048,10
8/31/2021,IL,26500,28
8/7/2021,IL,26001,9
3/29/2021,NC,12746,10
2/24/2021,IN,12432,17
5/24/2020,CT,3693,18
1/18/2022,IL,32851,319
10/8/2020,ID,503,3
11/28/2020,VI,23,0
4/25/2020,MS,500,14
6/16/2020,ME,101,0
2/28/2022,IL,36910,118
6/10/2021,DE,1679,2
6/14/2021,GU,139,0
7/9/2020,MT,27,2
11/13/2020,ID,752,3
6/24/2021,MO,9254,3
10/12/2020,NH,456,0
11/20/2021,DE,2159,5
2/5/2021,MT,1307,-1
5/27/2020,WI,539,22
6/25/2021,MO,9257,3
2/21/2020,AL,0,0
5/10/2020,NH,133,2
9/7/2021,ME,946,5
5/2/2021,MS,7320,2
9/13/2020,WI,1218,1
3/7/2021,CT,7704,0
3/1/2022,VT,572,4
3/22/2021,NV,5174,2
7/13/2021,NE,2267,2
2/20/2022,WA,11615,0
10/24/2020,ID,572,10
1/17/2021,ND,1384,0
2/5/2020,MT,0,0
10/15/2020,NH,463,5
2/11/2021,WI,6723,18
9/19/2020,VI,19,0
3/25/2022,MD,14324,8
7/10/2020,MS,1658,27
12/7/2021,NV,8126,16
5/1/2020,MS,596,16
5/26/2021,NC,13429,13
1/29/2022,CT,9985,0
12/2/2020,MO,5235,74
1/3/2021,VT,149,0
9/19/2020,WI,1249,3
3/13/2022,MD,14261,12
7/13/2021,DE,1695,0
2/13/2022,NE,3815,0
9/4/2021,MD,10098,14
8/28/2021,AL,13181,70
3/12/2022,AL,19332,7
6/17/2020,ID,88,0
3/24/2020,VT,7,2
8/10/2021,MT,1726,3
2/5/2020,NV,0,0
3/29/2022,ME,2201,1
3/1/2021,NH,1170,0
2/13/2021,MO,8370,22
1/31/2022,AL,17920,57
6/1/2021,MS,7418,2
2/17/2020,ID,0,0
9/20/2021,MO,11276,213
10/10/2021,DE,1997,0
4/8/2020,CT,335,58
11/9/2021,IL,28901,24
8/16/2020,MD,3762,8
1/20/2022,CT,9683,13
9/18/2021,ME,988,6
5/24/2021,MI,20409,40
8/12/2021,MD,9898,5
2/9/2020,NC,0,0
6/3/2021,NH,1354,1
8/8/2021,VT,255,1
6/27/2020,IN,2602,20
1/9/2022,IN,19614,0
4/18/2020,ID,44,1
11/16/2020,IN,4920,26
3/8/2020,IL,0,0
4/11/2021,WI,7380,1
12/26/2020,IN,7775,31
4/22/2021,ID,2028,0
7/26/2020,VT,56,0
7/9/2021,VT,250,0
1/5/2021,MI,14225,75
9/13/2020,IN,3419,1
3/16/2021,MS,7131,2
11/3/2020,CA,17692,9
6/7/2021,ME,840,1
10/25/2021,DE,2064,0
1/3/2021,MT,972,1
10/25/2021,VT,346,3
6/4/2021,MI,20711,40
10/22/2020,MI,7540,24
4/10/2022,VT,590,0
8/15/2021,WA,6245,3
9/30/2021,WA,7726,72
1/21/2021,MI,15343,65
10/13/2021,CT,8705,38
11/5/2020,GU,85,2
2/2/2021,AL,9702,53
2/10/2022,IN,22028,117
6/26/2020,AL,1267,13
9/14/2020,GU,26,3
10/31/2021,AL,16143,10
5/10/2020,IL,3406,57
7/12/2021,NE,2265,3
2/27/2021,VI,25,0
9/30/2021,NV,7150,43
4/20/2021,MI,18442,82
6/16/2021,MI,20913,11
11/26/2020,DE,761,1
7/29/2020,DE,581,0
8/14/2021,VI,41,0
10/19/2021,WI,9181,17
6/15/2020,MD,3069,18
2/6/2020,IL,0,0
3/6/2022,NH,2402,0
12/22/2021,CA,75281,117
6/7/2020,ND,72,0
10/19/2021,MO,11935,15
5/11/2020,CA,2691,34
10/4/2020,NV,1665,3
4/28/2020,WA,786,21
2/11/2022,MS,11558,50
9/6/2021,ID,2400,7
11/25/2020,ME,190,0
3/29/2020,ME,3,2
9/10/2021,VT,277,1
9/28/2021,NH,1477,1
6/10/2020,IN,2342,15
5/6/2021,ID,2053,1
1/16/2022,DE,2424,0
5/7/2021,NE,2252,-2
9/21/2020,MO,2291,17
9/8/2020,CA,13647,51
4/7/2020,DE,16,1
2/25/2022,IL,36792,98
2/11/2020,AL,0,0
2/6/2021,MI,16086,44
4/2/2021,MT,1454,16
1/29/2020,NH,0,0
1/20/2021,MT,1094,1
4/16/2020,WI,197,15
10/25/2020,NE,596,1
3/17/2021,GU,134,0
3/28/2022,MD,14331,5
11/11/2021,ID,3703,0
6/24/2020,MD,3223,15
4/26/2020,VI,4,1
8/8/2020,NE,340,0
1/17/2021,VT,166,0
6/20/2020,AL,1170,20
3/11/2022,MS,12255,8
12/8/2020,AL,5727,55
3/25/2022,MO,19874,3
1/30/2020,DE,0,0
9/13/2021,ID,2485,13
7/10/2020,VT,55,0
12/5/2021,ND,1915,0
4/14/2021,IN,13160,20
9/12/2021,MI,21835,7
3/21/2020,CT,5,1
11/4/2020,AL,4660,24
8/7/2020,MT,74,4
5/20/2020,ME,73,0
9/12/2021,VT,281,1
9/1/2021,NV,6539,29
2/11/2020,GU,0,0
12/24/2020,IL,16960,118
11/22/2021,NC,18868,20
3/11/2022,WI,13713,51
12/30/2021,ND,2012,5
6/26/2021,VT,249,0
8/8/2021,MD,9881,6
2/4/2021,WA,4416,28
3/6/2022,WI,13489,0
6/8/2021,DE,1677,0
10/6/2020,CA,16046,26
4/4/2020,MD,88,20
5/13/2021,DE,1648,4
2/18/2020,CT,0,0
12/22/2020,WI,4879,128
10/11/2021,NE,2856,1
6/1/2020,MO,907,11
4/29/2021,DE,1624,2
9/22/2021,NV,6948,30
2/17/2020,ND,0,0
4/30/2021,WI,7550,8
4/1/2022,VT,587,0
6/24/2021,IL,25630,22
9/20/2020,IL,8686,14
3/27/2021,WI,7274,3
7/26/2020,DE,579,0
10/19/2021,MS,9968,10
1/27/2020,DE,0,0
2/22/2021,MO,8504,18
4/17/2020,DE,61,9
1/3/2021,NC,8203,83
2/17/2020,IN,0,0
6/27/2021,IN,13826,0
2/11/2022,IN,22136,108
11/6/2020,WI,2333,64
1/25/2022,ND,2078,0
11/8/2021,NC,18622,16
12/3/2020,WA,2900,50
2/1/2020,VT,0,0
12/22/2021,NC,19494,31
9/26/2020,CT,4501,0
2/5/2020,VI,0,0
9/4/2020,AL,3474,26
6/27/2021,MI,21029,6
1/17/2021,WA,3903,0
5/23/2021,ME,822,2
2/3/2020,WA,0,0
8/24/2021,ME,926,2
2/5/2022,MI,32873,0
12/3/2020,MO,5296,61
1/16/2021,VT,166,2
4/30/2021,CA,60467,105
4/2/2022,CA,88207,0
2/13/2022,NH,2294,0
1/29/2021,MI,15730,52
6/17/2020,ME,102,1
2/3/2020,ME,0,0
4/6/2021,WA,5299,14
1/4/2022,NV,8468,40
2/16/2020,VT,0,0
1/1/2021,MT,961,0
6/10/2020,MO,967,5
9/18/2020,WI,1246,7
2/2/2020,MI,0,0
4/13/2022,ND,2257,3
8/8/2020,WA,1688,16
8/13/2020,MS,2552,33
2/24/2020,IL,0,0
2/27/2020,NH,0,0
12/10/2020,DE,806,3
11/30/2021,MI,25530,131
2/18/2022,DE,2660,5
6/22/2020,MD,3192,13
2/7/2022,IN,21812,100
10/6/2020,WI,1410,18
2/25/2022,AL,19059,21
9/3/2020,MO,1930,11
1/26/2022,NH,2173,3
3/21/2022,MI,35425,7
1/9/2022,ND,2029,0
7/4/2020,CT,4335,0
8/23/2021,ND,1553,2
12/22/2021,IN,18696,88
10/25/2021,ND,1735,17
9/28/2021,NE,2827,14
6/26/2021,MT,1662,0
9/29/2021,IN,15617,67
2/19/2022,VT,550,0
10/30/2020,CA,17547,45
6/23/2021,NH,1369,1
1/23/2020,NC,0,0
7/25/2021,VT,252,0
8/18/2021,MT,1749,6
3/31/2022,MO,19993,3
3/14/2020,MS,23,8
1/31/2022,NE,3705,39
7/1/2020,MS,1431,20
2/12/2021,NH,1126,9
3/15/2021,NE,2128,1
3/17/2021,NH,1202,0
12/18/2020,IN,7242,84
3/22/2022,MD,14311,8
10/12/2021,NC,17771,46
3/19/2022,NC,23196,5
6/21/2020,WI,751,0
4/14/2020,ME,20,1
2/22/2022,DE,2702,7
7/8/2020,NH,386,2
1/29/2021,CT,7046,26
1/12/2021,DE,991,5
8/12/2021,WI,8317,3
10/5/2021,CT,8666,16
6/2/2020,CT,3972,8
2/15/2020,NC,0,0
7/11/2021,NV,5726,3
2/13/2020,IN,0,0
7/27/2021,WA,6097,8
2/21/2021,MI,16507,14
2/11/2020,MD,0,0
5/28/2020,NC,929,25
4/28/2021,ND,1491,5
4/29/2021,ID,2045,0
6/17/2021,NC,13583,5
3/6/2021,NH,1181,3
11/20/2021,NE,3108,0
7/5/2020,GU,5,0
1/24/2021,GU,128,0
2/24/2022,CA,83784,215
5/20/2021,VT,248,0
2/23/2020,NE,0,0
9/27/2021,WI,8813,7
8/7/2021,MT,1722,0
2/3/2022,NE,3755,24
4/11/2021,DE,1578,1
8/26/2020,NC,2842,30
8/25/2021,MT,1773,5
5/20/2021,WI,7734,2
1/21/2021,NH,962,12
6/26/2020,CA,5717,114
7/20/2020,GU,5,0
4/14/2022,DE,2884,0
11/27/2021,MT,2631,0
10/23/2021,ME,1122,2
8/17/2021,MO,10161,9
11/17/2021,MS,10217,1
2/3/2022,ND,2121,6
6/26/2021,DE,1694,1
7/10/2021,WA,5998,1
1/29/2020,ND,0,0
2/23/2020,NH,0,0
2/21/2021,NH,1154,1
12/1/2020,NE,1080,62
6/2/2020,NH,256,11
2/24/2022,VT,564,0
9/22/2020,WI,1259,7
7/18/2021,ME,882,0
8/3/2021,GU,143,0
3/29/2021,IN,13001,5
11/14/2021,WA,8934,0
12/26/2021,MS,10393,0
5/2/2021,NE,2245,0
9/19/2020,NH,438,0
9/12/2020,NV,1484,10
7/18/2021,WA,6042,0
8/4/2020,NV,889,15
4/3/2021,VI,26,0
8/26/2021,NC,14740,46
11/16/2021,MD,11096,10
6/21/2020,GU,5,0
11/14/2020,NH,499,1
3/30/2021,GU,134,0
1/17/2022,MI,30709,0
10/24/2021,GU,227,0
10/2/2021,ID,2964,33
3/14/2022,MO,19363,8
4/14/2020,CT,608,6
11/30/2021,NC,19011,11
7/17/2021,MI,21134,3
3/26/2020,DE,2,2
10/21/2020,MD,4206,12
11/11/2020,MT,472,10
7/20/2021,ME,887,5
2/8/2022,NC,22089,76
12/13/2021,IL,29954,112
12/31/2021,MO,16074,0
8/28/2021,VT,265,0
4/23/2021,NV,5422,22
6/18/2020,AL,1129,7
2/8/2021,ID,1776,9
12/3/2021,VT,402,2
4/22/2021,NV,5400,12
8/14/2021,IN,14137,16
8/27/2021,ME,929,1
12/24/2020,ND,1264,4
6/1/2021,MO,9122,42
1/26/2020,MT,0,0
2/17/2022,AL,18777,37
11/9/2020,ME,156,4
10/27/2021,ME,1160,6
6/14/2020,ID,87,0
9/18/2021,MS,9228,7
11/2/2020,ID,632,2
8/5/2020,MI,6584,4
9/4/2021,AL,13669,74
3/4/2022,NV,9774,0
2/18/2021,MI,16446,28
4/11/2022,DE,2884,0
2/18/2022,NC,22612,33
8/16/2020,MI,6690,8
2/8/2021,VI,24,0
8/30/2020,MO,1858,14
2/29/2020,CA,0,0
5/9/2020,CT,2932,58
12/13/2020,IL,15339,107
11/18/2021,IL,29115,32
2/24/2020,CA,0,0
1/23/2022,ID,4322,0
12/25/2020,AL,6756,56
12/31/2020,NH,758,17
9/10/2021,MI,21821,-4
3/23/2020,IL,12,3
4/13/2021,CA,59258,9
4/4/2021,VI,26,0
2/14/2021,NE,2003,1
11/10/2021,GU,258,0
3/28/2022,NE,4144,91
2/17/2021,WI,6798,10
9/26/2020,WA,2100,0
4/13/2021,VI,26,0
10/14/2020,MO,2923,31
5/19/2021,GU,139,0
2/14/2020,NH,0,0
11/12/2020,NC,5156,41
5/22/2020,ME,75,0
4/14/2020,WA,546,38
11/2/2021,NC,18494,25
1/23/2021,MD,7262,40
11/30/2020,NE,1018,29
8/14/2021,IL,26102,10
4/30/2021,VT,242,1
9/7/2021,CT,8395,1
3/28/2021,MD,8797,9
3/3/2021,WA,5012,24
10/19/2020,NE,554,6
8/20/2021,NH,1397,0
6/24/2020,GU,5,0
4/6/2020,MD,128,23
3/11/2022,MD,14249,12
6/25/2020,CT,4298,11
11/13/2021,VT,377,1
10/4/2020,NH,443,1
8/21/2020,NC,2705,16
10/16/2020,IN,3885,23
8/1/2021,WI,8292,1
12/4/2020,NC,6023,44
11/1/2020,MD,4298,8
5/22/2020,MT,16,0
7/30/2021,NE,2280,0
5/2/2021,ID,2045,0
12/9/2020,NE,1294,17
7/22/2021,ID,2180,1
11/2/2021,VT,363,3
5/25/2021,CA,61770,8
9/26/2020,IN,3562,13
10/14/2020,WI,1547,29
8/26/2020,GU,9,2
7/10/2020,WA,1424,15
7/14/2020,MS,1766,28
5/13/2021,WI,7706,19
4/18/2020,CA,1024,74
1/19/2022,WI,11825,70
3/24/2022,IL,37571,17
6/4/2020,MD,2784,39
8/11/2021,DE,1836,0
3/6/2021,MD,8458,17
3/11/2022,GU,337,0
1/13/2021,NH,885,7
5/21/2021,GU,139,0
4/17/2021,VT,238,0
9/5/2021,DE,1891,0
12/5/2021,AL,16476,6
1/22/2022,CT,9769,0
4/21/2020,NV,170,6
7/15/2021,NV,5752,15
4/9/2022,NH,2458,0
12/21/2020,NH,656,0
4/18/2021,NH,1270,4
3/25/2022,AL,19438,9
5/5/2021,ME,793,2
6/14/2021,CT,8263,2
9/5/2020,ND,156,1
2/9/2022,MI,33286,206
7/15/2020,MD,3455,2
6/7/2020,VT,54,0
3/26/2020,ND,0,0
1/5/2022,DE,2286,0
11/1/2020,NC,4767,34
8/14/2021,ID,2246,1
3/28/2022,MS,12383,5
2/17/2021,MD,8128,27
5/22/2020,NE,147,4
6/26/2021,MS,7471,1
4/11/2022,GU,352,0
10/27/2020,MO,3357,37
10/31/2020,NV,1777,0
11/6/2020,IN,4531,35
11/19/2021,DE,2154,0
9/14/2020,NH,436,0
1/11/2021,MD,6707,36
8/25/2020,GU,7,0
7/28/2020,GU,5,0
5/21/2020,MO,804,11
3/4/2021,IL,22902,49
8/10/2021,NV,6080,40
3/18/2021,MO,8703,3
3/14/2020,DE,0,0
4/22/2020,ND,14,1
12/11/2021,ID,4029,1
6/19/2020,ID,89,0
11/6/2020,MO,3754,54
11/19/2021,NV,7918,19
7/19/2020,IL,7488,5
9/19/2021,AL,14734,73
8/6/2021,IN,14047,9
12/24/2021,CA,75461,78
8/23/2021,CA,64677,3
4/22/2020,MS,454,22
7/25/2021,WI,8248,4
9/10/2020,VT,57,0
12/15/2021,AL,16561,9
4/29/2021,GU,136,0
11/26/2020,ND,902,5
9/24/2021,MT,1945,15
3/18/2021,DE,1517,1
5/14/2021,MD,9520,15
3/16/2020,CA,5,1
7/30/2021,VI,37,1
12/4/2021,NV,8070,0
8/3/2020,IL,7723,9
12/30/2021,NH,1961,11
2/4/2020,NH,0,0
2/29/2020,NV,0,0
1/12/2022,MO,16576,12
2/2/2020,ME,0,0
5/4/2020,NH,86,0
8/29/2021,MO,10453,0
11/10/2021,MI,24217,55
1/2/2021,GU,121,0
10/29/2021,MS,10075,4
11/8/2021,AL,16239,9
3/2/2021,CT,7658,7
11/28/2021,MO,15343,9
12/8/2020,GU,113,0
10/27/2021,DE,2069,1
1/7/2021,CT,6287,57
1/13/2021,MS,6164,37
3/28/2022,DE,2846,0
3/26/2020,ME,0,0
7/14/2020,AL,1669,35
11/14/2020,NE,779,4
4/12/2021,NV,5332,0
7/25/2020,MI,6486,5
4/12/2020,ID,27,0
6/14/2020,IL,6489,19
3/10/2021,IL,23067,28
11/28/2021,NC,18984,28
9/2/2020,MT,111,3
6/13/2021,WA,5815,0
1/24/2022,GU,282,2
11/19/2021,VT,387,3
11/2/2020,CT,4627,11
4/10/2021,MD,9010,19
6/24/2021,AL,11504,5
3/18/2020,ND,0,0
1/21/2021,NC,10069,113
7/28/2021,IN,13984,13
10/7/2020,NH,448,2
1/19/2022,GU,276,0
3/9/2020,CT,0,0
10/24/2021,VI,78,0
6/16/2020,MS,1182,12
9/18/2021,MI,22005,8
11/7/2021,IL,28832,0
2/1/2020,GU,0,0
7/2/2021,ID,2158,4
3/29/2020,VT,12,0
5/23/2020,WI,507,11
8/24/2020,VT,57,0
6/26/2021,WI,8102,3
10/18/2020,MI,7442,23
2/17/2021,MS,6928,12
2/6/2022,ID,4479,0
12/4/2021,DE,2194,0
8/1/2021,IL,25924,4
8/14/2021,ME,905,1
3/25/2020,MT,0,0
3/3/2022,CT,10515,3
3/4/2022,VI,109,0
4/10/2022,NH,2458,0
11/17/2021,MT,2523,10
10/27/2021,MD,10867,12
8/7/2021,WA,6171,3
2/28/2020,DE,0,0
10/25/2021,IL,28477,63
4/26/2021,CT,8066,19
3/8/2021,NH,1184,0
12/19/2021,VI,88,0
3/28/2020,ND,1,0
1/26/2021,CT,6934,23
4/15/2022,MO,20241,100
4/5/2020,NH,9,0
7/9/2020,MO,1167,8
11/24/2020,GU,103,0
5/17/2021,IN,13460,6
4/28/2021,ME,782,4
12/14/2021,MT,2853,23
1/7/2022,CA,76341,287
7/14/2021,WI,8196,7
5/14/2020,VI,6,0
9/22/2020,MO,2311,20
10/5/2021,ND,1629,6
2/14/2020,VT,0,0
4/19/2021,VT,238,0
6/11/2020,ME,100,0
3/24/2021,AL,10899,7
5/24/2020,NC,825,21
10/15/2021,NV,7422,10
9/3/2021,MD,10084,16
5/22/2021,NH,1344,3
3/25/2022,WI,14201,56
3/20/2022,ME,2182,0
4/10/2021,NE,2220,0
2/15/2021,MS,6909,20
6/22/2020,NV,510,2
1/15/2021,ND,1381,8
7/6/2020,DE,514,2
7/18/2021,IN,13939,0
2/3/2022,GU,296,0
12/14/2021,NE,3276,5
2/15/2022,NV,9421,59
11/24/2021,GU,263,0
5/30/2021,MT,1613,0
4/14/2020,GU,5,0
6/20/2020,NE,244,0
10/11/2020,CT,4530,0
12/31/2021,IL,31017,0
12/10/2021,IL,29842,49
9/19/2021,GU,181,2
10/28/2021,WA,8585,31
3/6/2022,NE,4013,0
12/19/2021,MD,11533,22
3/15/2022,MS,12288,13
1/25/2020,OR,0,0
8/2/2020,FSM,0,0
7/8/2020,RI,970,2
1/10/2022,RI,3136,10
1/31/2021,DC,913,4
11/24/2021,MN,9406,53
12/19/2020,RI,1634,14
7/9/2021,WY,751,0
2/10/2020,MN,0,0
5/7/2021,FSM,0,0
